FileName,Class
data112.jpg,0
data552.jpg,2
data598.jpg,2
data136.jpg,0
data44.jpg,0
data696.jpg,3
data391.jpg,1
data636.jpg,3
data308.jpg,1
data235.jpg,1
data534.jpg,2
data90.jpg,0
data548.jpg,2
data353.jpg,1
data772.jpg,3
data204.jpg,1
data714.jpg,3
data355.jpg,1
data520.jpg,2
data671.jpg,3
data783.jpg,3
data309.jpg,1
data794.jpg,3
data351.jpg,1
data25.jpg,0
data412.jpg,2
data707.jpg,3
data454.jpg,2
data104.jpg,0
data506.jpg,2
data153.jpg,0
data281.jpg,1
data344.jpg,1
data774.jpg,3
data143.jpg,0
data615.jpg,3
data700.jpg,3
data241.jpg,1
data572.jpg,2
data416.jpg,2
data284.jpg,1
data138.jpg,0
data428.jpg,2
data236.jpg,1
data628.jpg,3
data57.jpg,0
data220.jpg,1
data73.jpg,0
data313.jpg,1
data460.jpg,2
data248.jpg,1
data189.jpg,0
data364.jpg,1
data478.jpg,2
data170.jpg,0
data306.jpg,1
data581.jpg,2
data713.jpg,3
data278.jpg,1
data253.jpg,1
data203.jpg,1
data2.jpg,0
data592.jpg,2
data547.jpg,2
data459.jpg,2
data383.jpg,1
data16.jpg,0
data229.jpg,1
data135.jpg,0
data356.jpg,1
data43.jpg,0
data243.jpg,1
data30.jpg,0
data494.jpg,2
data366.jpg,1
data159.jpg,0
data63.jpg,0
data186.jpg,0
data661.jpg,3
data89.jpg,0
data640.jpg,3
data272.jpg,1
data11.jpg,0
data424.jpg,2
data264.jpg,1
data410.jpg,2
data51.jpg,0
data193.jpg,0
data317.jpg,1
data747.jpg,3
data560.jpg,2
data34.jpg,0
data346.jpg,1
data78.jpg,0
data580.jpg,2
data406.jpg,2
data793.jpg,3
data631.jpg,3
data91.jpg,0
data35.jpg,0
data76.jpg,0
data457.jpg,2
data54.jpg,0
data318.jpg,1
data24.jpg,0
data14.jpg,0
data286.jpg,1
data79.jpg,0
data258.jpg,1
data767.jpg,3
data686.jpg,3
data27.jpg,0
data148.jpg,0
data96.jpg,0
data301.jpg,1
data145.jpg,0
data674.jpg,3
data711.jpg,3
data405.jpg,2
data787.jpg,3
data617.jpg,3
data119.jpg,0
data541.jpg,2
data194.jpg,0
data175.jpg,0
data334.jpg,1
data328.jpg,1
data31.jpg,0
data556.jpg,2
data666.jpg,3
data450.jpg,2
data363.jpg,1
data372.jpg,1
data468.jpg,2
data222.jpg,1
data432.jpg,2
data182.jpg,0
data675.jpg,3
data644.jpg,3
data137.jpg,0
data122.jpg,0
data474.jpg,2
data544.jpg,2
data157.jpg,0
data536.jpg,2
data655.jpg,3
data616.jpg,3
data184.jpg,0
data52.jpg,0
data336.jpg,1
data26.jpg,0
data455.jpg,2
data116.jpg,0
data401.jpg,2
data685.jpg,3
data720.jpg,3
data718.jpg,3
data33.jpg,0
data703.jpg,3
data444.jpg,2
data484.jpg,2
data530.jpg,2
data727.jpg,3
data689.jpg,3
data706.jpg,3
data276.jpg,1
data331.jpg,1
data573.jpg,2
data739.jpg,3
data322.jpg,1
data384.jpg,1
data22.jpg,0
data139.jpg,0
data477.jpg,2
data583.jpg,2
data191.jpg,0
data728.jpg,3
data771.jpg,3
data736.jpg,3
data205.jpg,1
data118.jpg,0
data389.jpg,1
data77.jpg,0
data765.jpg,3
data618.jpg,3
data101.jpg,0
data672.jpg,3
data87.jpg,0
data734.jpg,3
data602.jpg,3
data47.jpg,0
data92.jpg,0
data476.jpg,2
data246.jpg,1
data535.jpg,2
data130.jpg,0
data371.jpg,1
data314.jpg,1
data708.jpg,3
data230.jpg,1
