FileName,Class
data9.jpg,0
data59.jpg,0
data240.jpg,2
data181.jpg,1
data114.jpg,1
data102.jpg,1
data42.jpg,0
data242.jpg,2
data236.jpg,2
data15.jpg,0
data68.jpg,0
data250.jpg,2
data217.jpg,2
data289.jpg,2
data43.jpg,0
data283.jpg,2
data218.jpg,2
data94.jpg,0
data24.jpg,0
data123.jpg,1
data33.jpg,0
data210.jpg,2
data64.jpg,0
data34.jpg,0
data251.jpg,2
data182.jpg,1
data256.jpg,2
data291.jpg,2
data50.jpg,0
data229.jpg,2
data124.jpg,1
data262.jpg,2
data53.jpg,0
data194.jpg,1
data249.jpg,2
data244.jpg,2
data260.jpg,2
data23.jpg,0
data72.jpg,0
data139.jpg,1
data31.jpg,0
data38.jpg,0
data235.jpg,2
data288.jpg,2
data6.jpg,0
data57.jpg,0
data184.jpg,1
data111.jpg,1
data49.jpg,0
data125.jpg,1
data78.jpg,0
data174.jpg,1
data60.jpg,0
data297.jpg,2
data1.jpg,0
data93.jpg,0
data152.jpg,1
data107.jpg,1
data239.jpg,2
data45.jpg,0
data166.jpg,1
data179.jpg,1
data104.jpg,1
data175.jpg,1
data216.jpg,2
data172.jpg,1
data99.jpg,0
data148.jpg,1
data296.jpg,2
data207.jpg,2
data170.jpg,1
data67.jpg,0
data245.jpg,2
data160.jpg,1
data276.jpg,2
data39.jpg,0
data203.jpg,2
data127.jpg,1
data209.jpg,2
data145.jpg,1
data105.jpg,1
data183.jpg,1
data75.jpg,0
data32.jpg,0
data149.jpg,1
data280.jpg,2
data141.jpg,1
data26.jpg,0
data5.jpg,0
data97.jpg,0
data74.jpg,0
data290.jpg,2
data92.jpg,0
data77.jpg,0
data100.jpg,0
data269.jpg,2
data158.jpg,1
data259.jpg,2
data22.jpg,0
data215.jpg,2
data55.jpg,0
data234.jpg,2
data223.jpg,2
data226.jpg,2
data282.jpg,2
data13.jpg,0
data109.jpg,1
data142.jpg,1
data25.jpg,0
data121.jpg,1
data224.jpg,2
data230.jpg,2
data254.jpg,2
data90.jpg,0
data202.jpg,2
data237.jpg,2
data159.jpg,1
data168.jpg,1
data281.jpg,2
data164.jpg,1
data176.jpg,1
data275.jpg,2
data192.jpg,1
data95.jpg,0
data96.jpg,0
data178.jpg,1
data61.jpg,0
data7.jpg,0
data173.jpg,1
data246.jpg,2
data255.jpg,2
data115.jpg,1
data146.jpg,1
data189.jpg,1
data119.jpg,1
data21.jpg,0
data17.jpg,0
data44.jpg,0
data227.jpg,2
data261.jpg,2
data76.jpg,0
data219.jpg,2
data271.jpg,2
data40.jpg,0
data196.jpg,1
data193.jpg,1
data150.jpg,1
data130.jpg,1
data8.jpg,0
data65.jpg,0
data36.jpg,0
data28.jpg,0
data199.jpg,1
data267.jpg,2
data132.jpg,1
data220.jpg,2
data211.jpg,2
data204.jpg,2
data208.jpg,2
data135.jpg,1
data212.jpg,2
data253.jpg,2
data4.jpg,0
data151.jpg,1
data79.jpg,0
data16.jpg,0
data294.jpg,2
data286.jpg,2
data156.jpg,1
data66.jpg,0
data231.jpg,2
data80.jpg,0
data136.jpg,1
data63.jpg,0
data190.jpg,1
data131.jpg,1
data200.jpg,1
data82.jpg,0
data268.jpg,2
data180.jpg,1
data143.jpg,1
data103.jpg,1
data83.jpg,0
data12.jpg,0
data171.jpg,1
data273.jpg,2
data133.jpg,1
data188.jpg,1
data56.jpg,0
data62.jpg,0
data106.jpg,1
data71.jpg,0
data134.jpg,1
data293.jpg,2
data47.jpg,0
data272.jpg,2
data186.jpg,1
data120.jpg,1
data287.jpg,2
data225.jpg,2
data91.jpg,0
data213.jpg,2
data110.jpg,1
data257.jpg,2
data140.jpg,1
data88.jpg,0
data46.jpg,0
data167.jpg,1
data222.jpg,2
data165.jpg,1
data252.jpg,2
data138.jpg,1
data86.jpg,0
data81.jpg,0
data101.jpg,1
data14.jpg,0
data52.jpg,0
data185.jpg,1
data201.jpg,2
data298.jpg,2
data177.jpg,1
data20.jpg,0
data154.jpg,1
data265.jpg,2
data129.jpg,1
data232.jpg,2
data241.jpg,2
data122.jpg,1
data155.jpg,1
data292.jpg,2
data84.jpg,0
data295.jpg,2
data198.jpg,1
data228.jpg,2
data247.jpg,2
data147.jpg,1
data87.jpg,0
data19.jpg,0
data163.jpg,1
data89.jpg,0
data126.jpg,1
data233.jpg,2
data117.jpg,1
data51.jpg,0
data278.jpg,2
data300.jpg,2
data264.jpg,2
data263.jpg,2
data153.jpg,1
data258.jpg,2
data54.jpg,0
data116.jpg,1
data277.jpg,2
data169.jpg,1
data10.jpg,0
data206.jpg,2
data27.jpg,0
data108.jpg,1
data41.jpg,0
data2.jpg,0
data113.jpg,1
data162.jpg,1
data128.jpg,1
data137.jpg,1
data112.jpg,1
data191.jpg,1
data18.jpg,0
data85.jpg,0
data29.jpg,0
data58.jpg,0
data248.jpg,2
data274.jpg,2
data48.jpg,0
data30.jpg,0
data270.jpg,2
data157.jpg,1
data214.jpg,2
data73.jpg,0
data205.jpg,2
data11.jpg,0
data266.jpg,2
data299.jpg,2
data118.jpg,1
data197.jpg,1
data238.jpg,2
data284.jpg,2
data144.jpg,1
data3.jpg,0
data98.jpg,0
data70.jpg,0
data243.jpg,2
data285.jpg,2
data195.jpg,1
data187.jpg,1
data221.jpg,2
data37.jpg,0
data279.jpg,2
data161.jpg,1
data69.jpg,0
data35.jpg,0
